University Name,State,Country,Course Name,course,Average Fees (Per Year),Currency,Average Fees in INR
Brown University,Rhode Island,United States,MSc in Social Data Analytics,Data Science,65656.0,USD,5486215.36
Brown University,Rhode Island,United States,MSc in Data Science,Data Science,85626.0,USD,7154908.56
National University Of Singapore,Singapore,Singapore,MSc in Data Science & Machine Learning,Data Science,51000.0,SGD,3144660.0
"California State University, Chico",California,United States,MS in Data Science and Analytics,Data Science,16507.0,USD,1379324.92
The University of Central Missouri,Missouri,United States,MS in Data Science and Artificial Intelligence,Data Science,10680.0,USD,892420.8
The University of Central Missouri,Missouri,United States,MS in Big Data Analytic And Information Technology,Data Science,14240.0,USD,1189894.4
Southern Methodist University,Texas,United States,MS in Data Engineering,Data Science,24000.0,USD,2005440.0
University of San Francisco,California,United States,MS in Data Science - Data Engineering Concentration,Data Science,35690.0,USD,2982256.4
University of San Francisco,California,United States,MS in Data Science,Data Science,58100.0,USD,4854836.0
University of Illinois at Springfield,Illinois,United States,MS in Data Analytics,Data Science,12276.0,USD,1025782.56
Kent State University,Ohio,United States,MS in Data Science,Data Science,15990.0,USD,1336124.4
Lehigh University,Pennsylvania,United States,MS in Data Science,Data Science,47700.0,USD,3985812.0
Florida International University,Florida,United States,MS in Data Science & Artificial Intelligence,Data Science,20040.0,USD,1674542.4
University of Alabama at Birmingham,Alabama,United States,MS in Data Science,Data Science,24460.0,USD,2043877.6
University of Oklahoma,Oklahoma,United States,MS in Data Science and Analytics,Data Science,33677.0,USD,2814050.12
University of Iowa,Iowa,United States,MS in Data Science,Data Science,25170.0,USD,2103205.2
Texas A&M University - Corpus Christi,Texas,United States,MS in Data Science,Data Science,15138.0,USD,1264931.28
Western University,Ontario,Canada,Masters in Data Analytics,Data Science,59655.0,CAD,3638955.0
Washington University in St. Louis,Missouri,United States,MS in Engineering Data Analytics & Statistics,Data Science,64500.0,USD,5389620.0
DePaul University,Illinois,United States,MS in Data Science,Data Science,22920.0,USD,1915195.2
DePaul University,Illinois,United States,MS in Data Science - Health Care,Data Science,23868.0,USD,1994410.08
"University of Missouri, Columbia",Missouri,United States,MS in Data Science and Analytics,Data Science,16711.0,USD,1396371.16
The University of New South Wales,New South Wales,Australia,Masters in Health Data Science,Data Science,39003.0,AUD,2173637.19
The University of New South Wales,New South Wales,Australia,Masters in Data Science and Decisions,Data Science,54000.0,AUD,3009420.0
Imperial College London,London,United Kingdom,MSc in Health Data Analytics and Machine Learning,Data Science,43250.0,GBP,4573255.0
Imperial College London,London,United Kingdom,MSc in Data Science And Analytics,Data Science,34750.0,GBP,3674465.0
Monash University,Victoria,Australia,Masters in Data Science,Data Science,49500.0,AUD,2758635.0
University of Wisconsin-Milwaukee,Wisconsin,United States,MS in Data Science,Data Science,27690.0,USD,2313776.4
Western Michigan University,Michigan,United States,Masters in Data Science,Data Science,18352.0,USD,1533493.12
University of Massachusetts Dartmouth,Massachusetts,United States,MS in Data Science,Data Science,18480.0,USD,1544188.8
University of Texas at San Antonio,Texas,United States,MS in Data Analytics,Data Science,31420.0,USD,2625455.2
University of Delaware,Delaware,United States,MS in Data Science,Data Science,16962.0,USD,1417344.72
Texas State University,Texas,United States,MS in Data Analytics and Information System,Data Science,21309.0,USD,1780580.04
ETH Zurich,Z'rich,Switzerland,MSc in Data Science,Data Science,1460.0,CHF,136539.2
Nanyang Technological University,Singapore,Singapore,MSc in Data Science,Data Science,39458.0,SGD,2432980.28
University of Cambridge,Cambridgeshire,United Kingdom,MPhil in Data Intensive Science,Data Science,35526.0,GBP,3756519.24
University of Oxford,Oxfordshire,United Kingdom,MSc in Social Data Science,Data Science,33970.0,GBP,3591987.8
Mississippi State University,Mississippi,United States,MS in Data Science,Data Science,29360.0,USD,2453321.6
Utah State University,Utah,United States,MS in Data Science,Data Science,56080.0,USD,4686044.8
Tufts University,Massachusetts,United States,MS in Data Science,Data Science,51900.0,USD,4336764.0
Hamburg University of Technology,Hamburg,Germany,MSc in Data Science,Data Science,674.0,EUR,60221.9
Deakin University,Victoria,Australia,Masters in Data Science,Data Science,39800.0,AUD,2218054.0
Deakin University,Victoria,Australia,Masters in Data Science (Professional),Data Science,39800.0,AUD,2218054.0
Northern Arizona University,Arizona,United States,Graduate certificate in Data Science,Data Science,30348.0,USD,2535878.88
Ludwig Maximilian University of Munich,Bavaria,Germany,MSc in Data Science,Data Science,,EUR,
The University of Sydney,New South Wales,Australia,Masters in Data Science,Data Science,55100.0,AUD,3070723.0
University of Sydney,New South Wales,Australia,MEng in  Digital Health and Data Science,Data Science,50500.0,AUD,2814365.0
RMIT University,Victoria,Australia,Masters in Data Science,Data Science,39360.0,AUD,2193532.8
Louisiana State University,Louisiana,United States,MS in Analytics,Data Science,29448.0,USD,2460674.88
University of New Hampshire,New Hampshire,United States,MS in Analytics,Data Science,16380.0,USD,1368712.8
University of Notre Dame,Indiana,United States,MS in Data Science,Data Science,33714.0,USD,2817141.84
Technische Universität Darmstadt,Hesse,Germany,MA in Data and Discourse Studies,Data Science,,EUR,
The University of Edinburgh,Edinburgh,United Kingdom,MSc in Operational Research with Data Science,Data Science,29900.0,GBP,3161626.0
The University of Edinburgh,Edinburgh,United Kingdom,MSc in Data Science,Data Science,40900.0,GBP,4324766.0
University of Glasgow,Glasgow City,United Kingdom,MSc in Data Analytics,Data Science,31860.0,GBP,3368876.4
University of Glasgow,Glasgow City,United Kingdom,MSc in Data Science,Data Science,31860.0,GBP,3368876.4
University of Glasgow,Glasgow City,United Kingdom,MSc in Data Analytics For Economics & Finance,Data Science,30240.0,GBP,3197577.6
University College London,London,United Kingdom,MSc in Data Science,Data Science,41000.0,GBP,4335340.0
University College London,London,United Kingdom,MSc in Data Science and Machine Learning,Data Science,37500.0,GBP,3965250.0
Lawrence Technological University,Michigan,United States,MS in Business Data Analytics,Data Science,43650.0,USD,3647394.0
University of Guelph,Ontario,Canada,Masters in Data Science,Data Science,42000.0,CAD,2562000.0
Colorado School of Mines,Colorado,United States,MS in Data Science,Data Science,46200.0,USD,3860472.0
Friedrich-Alexander-Universität Erlangen-Nürnberg,Bavaria,Germany,MSc in Data Science,Data Science,,EUR,
Vanderbilt University,Tennessee,United States,MS in Data Science,Data Science,54744.0,USD,4574408.64
The University of Queensland,Queensland,Australia,MS in Data Science,Data Science,51200.0,AUD,2853376.0
The University of Queensland,Queensland,Australia,Masters in Data Science (24 Units),Data Science,51200.0,AUD,2853376.0
Technical University of Dortmund,North Rhine-Westphilia,Germany,MSc in Data Science,Data Science,600.0,EUR,53610.0
Penn State Great Valley,Pennsylvania,United States,Masters in Professional Studies in Data Analytics,Data Science,38300.0,USD,3200348.0
Penn State Great Valley,Pennsylvania,United States,MS in Data Analytics,Data Science,28725.0,USD,2400261.0
Australian National University,Australian Capital Territory,Australia,Masters in Applied Data Analytics,Data Science,50760.0,AUD,2828854.8
"The City College of New York, CCNY",New York,United States,MS in Data Science and Engineering,Data Science,17100.0,USD,1428876.0
Georgetown University,District of Columbia,United States,MS in Data Science and Analytics,Data Science,57519.0,USD,4806287.64
University of Memphis,Tennessee,United States,MS in Data Science,Data Science,16137.0,USD,1348407.72
Trent University,Ontario,Canada,MSc in Applied Modelling and Quantitative Methods (Thesis),Data Science,22276.0,CAD,1358836.0
Trent University,Ontario,Canada,MSc in Big Data Financial Analytics: Applied Modelling and Quantitative Methods,Data Science,29013.0,CAD,1769793.0
Trent University,Ontario,Canada,MSc in Applied Modelling and Quantitative Methods: Big Data Analytics,Data Science,29013.0,CAD,1769793.0
Bowling Green State University,Ohio,United States,MS in Data Science,Data Science,13442.0,USD,1123213.52
The University of Adelaide,South Australia,Australia,Graduate certificate in Data Science,Data Science,24250.0,AUD,1351452.5
The University of Adelaide,South Australia,Australia,Masters in Data Science,Data Science,51000.0,AUD,2842230.0
Seattle University,Washington,United States,MS in Data Science,Data Science,22748.0,USD,1900822.88
University of Denver,Colorado,United States,MS in Data Science,Data Science,39008.0,USD,3259508.48
University of Warwick,Coventry,United Kingdom,MSc in Data Analytics,Data Science,33340.0,GBP,3525371.6
University of Warwick,Coventry,United Kingdom,MSc in Behavioural and Data Science,Data Science,26590.0,GBP,2811626.6
Ecole Polytechnique Fédérale de Lausanne,Vaud,Switzerland,Masters in Data Science,Data Science,1170.0,CHF,109418.4
North Carolina Agricultural and Technical State University,North Carolina,United States,MS in Data Science and Engineering - Course-Only,Data Science,19500.0,USD,1629420.0
University of Leeds,Leeds,United Kingdom,MSc in Data Science and Analytics,Data Science,31750.0,GBP,3357245.0
University of Leeds,Leeds,United Kingdom,MSc in Precision Medicine: Genomic Data Science,Data Science,31000.0,GBP,3277940.0
University of Leeds,Leeds,United Kingdom,MSc in Urban Data Science and Analytics,Data Science,30750.0,GBP,3251505.0
Eindhoven University of Technology,North Brabant,Netherlands,MSc in Data Science in Business and Entrepreneurship,Data Science,17800.0,EUR,1590430.0
Eindhoven University of Technology,North Brabant,Netherlands,MSc in Data Science and Artificial  Intelligence,Data Science,17800.0,EUR,1590430.0
Rowan University,New Jersey,United States,MS in Data Science,Data Science,11985.0,USD,1001466.6
The University of Auckland,Auckland,New Zealand,Masters in Data Science,Data Science,48386.0,NZ,2473976.18
University of Miami,Florida,United States,MS in Data Science,Data Science,72630.0,USD,6068962.8
Grand Valley State University,Michigan,United States,MS in Data Science and Analytics,Data Science,14868.0,USD,1242370.08
Old Dominion University,Virginia,United States,MS in Data Science and Analytics,Data Science,28780.0,USD,2404856.8
University of Technology Sydney,New South Wales,Australia,Masters in Data Science in Quantitative Finance,Data Science,48096.0,AUD,2680390.08
University of Technology Sydney,New South Wales,Australia,MS in Data Science and Innovation,Data Science,46464.0,AUD,2589438.72
University of Technology Sydney,New South Wales,Australia,Masters in Learning Analytics (Research),Data Science,41460.0,AUD,2310565.8
"Long Island University, Brooklyn",New York,United States,MS in Data Analytics and Strategic Business Intelligence,Data Science,41370.0,USD,3456877.2
"Minnesota State University, Mankato",Minnesota,United States,MS in Data Science,Data Science,12976.0,USD,1084274.56
Queensland University of Technology,Queensland,Australia,Masters in Data Analytics,Data Science,38100.0,AUD,2123313.0
Queensland University of Technology,Queensland,Australia,Graduate Certificate in Data Analytics,Data Science,17200.0,AUD,958556.0
South Dakota State University,South Dakota,United States,MS in Data Science,Data Science,19620.0,USD,1639447.2
University of Kentucky,Kentucky,United States,MS in Data Science,Data Science,35460.0,USD,2963037.6
"University of Nevada, Las Vegas",Nevada,United States,MS in Data Analytics,Data Science,24773.0,USD,2070031.88
King's College London,London,United Kingdom,MSc in Complex Systems Modelling,Data Science,29472.0,GBP,3116369.28
King's College London,London,United Kingdom,MA in Big Data in Culture & Society,Data Science,31368.0,GBP,3316852.32
King's College London,London,United Kingdom,MSc in Data Science,Data Science,35244.0,GBP,3726700.56
University of Amsterdam,Amsterdam,Netherlands,Masters in Data Science and Business Analytics,Data Science,17270.0,EUR,1543074.5
Technical University of Braunschweig,Lower Saxony,Germany,MSc in Data Science,Data Science,,EUR,
La Trobe University,Melbourne,Australia,Masters in Data Science,Data Science,32400.0,AUD,1805652.0
The University of Manchester,Manchester,United Kingdom,MSc in Data Science (Mathematics),Data Science,32000.0,GBP,3383680.0
The University of Manchester,Manchester,United Kingdom,MSc in Data Science (Urban Analytics),Data Science,32000.0,GBP,3383680.0
The University of Manchester,Manchester,United Kingdom,MSc in Health Data Science,Data Science,31000.0,GBP,3277940.0
The University of Manchester,Manchester,United Kingdom,MSc in  Data Science (Computer Science Data Informatics),Data Science,32000.0,GBP,3383680.0
The University of Manchester,Manchester,United Kingdom,MSc in Data Science (Business and Management),Data Science,32000.0,GBP,3383680.0
Freie University of Berlin,Berlin,Germany,MSc in Data Science,Data Science,,EUR,
"University of Nebraska, Omaha",Nebraska,United States,MS in Data Science,Data Science,15282.0,USD,1276963.92
University of Bath,Bath and North East Somerset,United Kingdom,MSc in Data Science and Statistics (Health),Data Science,31600.0,GBP,3341384.0
University of Bath,Bath and North East Somerset,United Kingdom,MSc in Data Science And Statistics,Data Science,31600.0,GBP,3341384.0
University of Bath,Bath and North East Somerset,United Kingdom,MSc in Data Science with Placement Year,Data Science,40380.0,GBP,4269781.2
University of Bath,Bath and North East Somerset,United Kingdom,MSc in Data Science,Data Science,31600.0,GBP,3341384.0
Swinburne University of Technology,Victoria,Australia,Masters in Data Science,Data Science,41240.0,AUD,2298305.2
Clarkson University,New York,United States,MS in Applied Data Science,Data Science,23880.0,USD,1995412.8
Chalmers University of Technology,Stockholms l'n,Sweden,MSc in Data Science and AI,Data Science,160000.0,SEK,1272000.0
Macquarie University,New South Wales,Australia,Masters in Data Science,Data Science,42600.0,AUD,2374098.0
Nova Southeastern University,Florida,United States,MS in Data Analytics,Data Science,29070.0,USD,2429089.2
Leibniz University of Hannover,Lower Saxony,Germany,Masters in Analytics,Data Science,,EUR,
Montana State University at Bozeman,Montana,United States,MS in Data Science,Data Science,19642.0,USD,1641285.52
Florida Atlantic University,Florida,United States,MS in Data Science and Analytics,Data Science,20540.0,USD,1716322.4
National University,California,United States,MS in Data Science,Data Science,16369.0,USD,1367793.64
Virginia Commonwealth University,Virginia,United States,Masters in Accountancy - Data Analytics,Data Science,34980.0,USD,2922928.8
Queen Mary University of London,London,United Kingdom,MSc in Data Analytics,Data Science,31850.0,GBP,3367819.0
Queen Mary University of London,London,United Kingdom,MSc in Big Data Science,Data Science,31850.0,GBP,3367819.0
Queen Mary University of London,London,United Kingdom,MSc in Data Science and Artificial Intelligence (Conversion Programme),Data Science,29950.0,GBP,3166913.0
Marshall University,West Virginia,United States,MS in Data Science,Data Science,17160.0,USD,1433889.6
Fordham University,New York,United States,MS in Data Science,Data Science,44340.0,USD,3705050.4
London School of Economics and Political Science,London,United Kingdom,MS in Applied Social Data Science,Data Science,32208.0,GBP,3405673.92
London School of Economics and Political Science,London,United Kingdom,MSc in Data Science,Data Science,36168.0,GBP,3824404.32
